Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Savings,Loan_Amount,Loan_Approved
23,51973,442,3,3,0.74,86841,119547,0
36,94694,662,5,0,0.27,69960,242948,1
54,40651,681,28,0,0.71,48501,136720,1
21,88694,576,0,4,0.42,56877,60546,0
64,40008,570,30,3,0.69,15538,69396,0
21,131738,313,0,2,0.24,4769,213217,0
37,90474,597,10,3,0.18,32586,38588,1
27,58185,763,0,3,0.69,92983,69202,0
41,107924,826,18,5,0.21,86551,228200,0
52,94417,533,18,2,0.61,68879,288973,0
43,145502,326,10,2,0.31,69922,209303,0
54,91139,770,22,3,0.61,53219,108180,0
55,54980,392,24,1,0.73,36107,41984,1
38,42504,608,17,5,0.79,1683,203742,0
57,74970,351,36,1,0.32,91987,154755,1
56,36766,618,37,3,0.33,67590,191205,1
38,136944,480,10,1,0.79,62097,219375,0
27,113922,419,6,2,0.7,90131,68276,0
55,31695,342,22,2,0.08,64402,16693,1
63,37796,559,40,1,0.48,86934,93564,1
21,62543,496,3,2,0.19,24685,201512,0
62,34559,554,40,0,0.8,66884,66291,1
37,124450,635,11,2,0.15,95426,7472,0
34,53139,801,4,3,0.47,17362,190718,0
24,140494,554,0,4,0.55,91561,85836,0
21,123869,813,0,1,0.75,1503,297693,0
46,28802,541,19,5,0.69,42045,256666,0
31,93843,448,5,1,0.23,14576,266887,0
20,60205,598,0,2,0.48,34290,84142,1
41,118750,752,20,2,0.77,61495,144873,1
54,54159,692,27,4,0.6,12884,114530,0
33,31516,511,13,4,0.57,52660,260940,0
69,70492,837,40,5,0.62,26205,97358,0
21,49086,430,1,3,0.29,64739,124343,0
41,133758,628,15,0,0.6,33785,267402,1
51,50480,555,31,3,0.22,2268,11817,1
47,72091,778,22,5,0.37,67712,298000,0
35,148023,362,10,1,0.72,19016,135571,0
36,130195,610,4,2,0.06,62939,41123,1
48,67766,706,18,3,0.36,79281,190930,1
36,58737,404,12,2,0.25,78497,6158,0
66,29265,314,40,2,0.2,50266,195545,1
63,134165,558,36,3,0.68,42712,261653,0
36,139501,711,2,3,0.57,7768,200792,0
39,138257,558,21,4,0.13,60214,285278,1
41,90990,559,11,5,0.42,19972,283930,0
62,121454,344,32,5,0.4,99625,95933,1
29,111717,630,0,0,0.16,74162,15494,1
47,35386,464,21,4,0.65,64412,31273,0
55,124718,492,28,0,0.33,46281,43302,1
48,57425,820,25,3,0.62,29403,139624,1
53,141635,700,31,5,0.19,95568,53829,1
36,63254,673,17,5,0.29,31226,240621,0
65,109863,364,37,0,0.12,50985,44379,1
62,138350,686,36,1,0.16,29783,167074,1
53,73634,794,30,4,0.71,74939,205721,0
47,106717,714,22,4,0.13,96155,293676,1
66,67662,329,40,4,0.12,69155,41861,1
50,106988,565,24,5,0.76,67883,209732,0
35,123784,627,10,2,0.53,69700,226870,0
69,126337,791,40,5,0.13,80095,139651,1
66,119287,516,40,2,0.78,28788,194016,0
45,107527,619,25,5,0.16,8166,30619,0
64,126847,698,34,3,0.62,36219,288973,1
28,95452,404,9,5,0.08,66441,211179,0
62,30143,629,28,3,0.52,1403,25912,1
50,111391,346,17,2,0.46,76569,176406,1
34,35581,613,13,4,0.21,28224,178073,0
23,87443,446,0,2,0.53,84610,170413,0
21,49424,761,2,0,0.51,4485,27104,1
37,108844,785,7,4,0.65,75984,247379,0
65,61984,709,31,5,0.71,66491,153583,0
64,61505,326,32,5,0.43,87208,194439,0
44,132061,328,22,5,0.42,79946,180726,0
32,122478,570,8,5,0.52,15262,99428,0
23,82699,800,0,5,0.6,94296,108487,0
64,46957,552,40,2,0.32,76370,72837,1
31,45464,684,1,3,0.43,98815,200832,0
28,134012,359,9,2,0.49,28928,265831,0
56,43649,406,35,1,0.79,64179,231105,0
26,62065,519,0,2,0.49,87365,115601,0
43,112661,740,10,4,0.22,89379,232757,0
33,54758,845,10,5,0.49,35712,243738,0
22,25596,395,0,2,0.66,86491,172038,0
69,36374,388,36,3,0.69,35328,121052,0
27,138686,530,0,5,0.65,32632,244109,0
67,23775,574,40,0,0.72,38515,189717,1
20,47388,545,1,1,0.3,63074,204303,0
30,143800,410,4,4,0.43,73690,263561,0
60,41029,533,26,3,0.63,65947,208253,0
66,103981,577,40,1,0.25,29170,191104,1
47,73639,776,15,2,0.33,47857,151104,1
62,134010,716,36,1,0.67,50744,200293,1
23,34645,427,0,5,0.63,97699,158315,0
34,51105,536,15,5,0.78,78621,50915,0
62,33668,427,39,0,0.8,93780,212041,1
68,147949,693,40,1,0.23,6327,284523,1
36,35960,774,2,1,0.73,62246,84146,1
59,146519,694,40,5,0.12,83675,94416,1
52,31357,410,25,2,0.58,92411,212323,1
63,84604,389,36,2,0.22,34264,138703,1
43,122739,579,20,4,0.28,79596,134140,0
68,71796,632,39,2,0.76,16656,103567,0
22,35804,523,0,1,0.25,19805,280974,0
46,147732,400,16,0,0.55,29855,160668,0
54,135733,431,21,2,0.18,5127,48484,0
37,34626,312,10,5,0.12,62722,99756,0
66,48132,756,40,5,0.3,39319,292916,0
38,27951,740,19,4,0.52,70126,272260,0
27,26449,397,3,4,0.24,13973,221125,0
22,39065,419,0,1,0.28,83381,128085,0
53,121503,592,35,2,0.58,49087,6636,1
23,125072,300,0,2,0.13,58711,12811,1
43,29130,549,13,4,0.39,28281,151295,0
21,109360,448,0,2,0.76,17549,146653,0
56,82287,694,30,1,0.35,62426,288063,1
56,126937,343,29,0,0.38,28623,88018,1
67,71702,343,33,5,0.6,90616,138676,0
52,56993,377,27,1,0.63,5697,136279,1
18,51875,525,0,2,0.63,16730,229998,0
41,135284,461,15,1,0.8,29245,144535,0
53,26054,552,26,5,0.1,45134,172518,0
23,119809,431,0,3,0.79,32313,17671,0
58,127357,747,26,5,0.76,85093,276620,0
63,68517,773,31,5,0.69,66573,272130,0
61,96368,408,40,3,0.39,54595,47001,1
48,49670,334,27,2,0.7,30908,11803,1
37,69112,766,19,2,0.22,68557,56446,1
41,108388,574,12,0,0.64,40648,16905,1
42,109156,486,23,5,0.19,38289,7461,0
53,48307,542,21,1,0.66,63710,242321,1
38,133087,563,4,0,0.51,9839,63687,1
47,87087,821,23,2,0.12,97541,141745,1
41,67922,840,18,2,0.72,69838,80956,1
61,83080,386,32,4,0.48,9511,254127,0
59,113348,834,40,0,0.54,87527,87863,1
47,99335,509,16,2,0.26,76450,296708,1
39,46312,345,18,3,0.7,10948,17251,0
45,125156,766,23,4,0.46,45638,218157,1
24,86985,839,6,1,0.37,94890,198166,1
52,140641,325,34,4,0.45,6873,249796,0
45,77608,565,22,5,0.58,32461,199683,0
31,109962,474,9,5,0.57,74034,172149,0
27,120963,815,8,1,0.32,90092,272805,1
33,60277,610,11,3,0.34,99142,8838,0
33,51551,621,7,1,0.47,28091,47073,1
48,109813,434,16,0,0.74,72171,146450,1
59,76597,354,29,1,0.61,53999,80113,1
42,121025,842,13,1,0.34,34532,249571,1
30,144342,830,8,4,0.3,23690,164599,0
23,65212,455,4,3,0.44,18036,178259,0
61,29637,446,40,1,0.7,46040,241338,1
26,63258,784,0,0,0.06,57196,152053,1
62,55693,319,32,4,0.58,48911,67457,0
53,29824,568,24,3,0.27,45562,278941,0
60,149553,632,40,3,0.21,11321,293601,1
37,46950,700,5,2,0.06,30152,156989,0
35,43488,605,4,5,0.72,86884,276015,0
60,147870,327,33,0,0.73,87531,88050,0
38,124544,766,13,5,0.1,55911,219395,1
21,135200,559,0,4,0.44,91298,195487,0
67,20215,833,37,4,0.16,1145,43398,1
50,125603,400,25,0,0.62,71637,233136,1
44,31523,850,13,3,0.55,5247,80058,0
24,95900,652,6,1,0.27,76114,272174,1
23,88689,599,0,0,0.14,70724,6381,1
32,43834,595,7,4,0.67,98310,141164,0
35,54474,652,9,5,0.56,64289,92620,0
49,63066,429,19,0,0.06,44547,216224,1
28,119871,455,8,3,0.52,3696,220752,0
37,30400,373,10,2,0.66,63041,170783,0
41,145211,641,19,2,0.49,20713,120645,1
32,30345,764,9,1,0.37,45549,184815,1
65,53896,389,40,1,0.49,44548,292530,1
24,105430,754,0,3,0.51,53633,290157,0
38,48899,631,7,5,0.53,97411,252293,0
59,126171,647,27,1,0.78,91886,11885,1
43,48229,532,16,2,0.18,5641,111905,1
61,137053,401,32,3,0.52,72095,150117,1
31,25583,780,7,3,0.19,12631,23780,0
54,24897,513,30,3,0.21,36816,94771,1
38,140406,407,10,0,0.55,3023,196695,0
35,91537,464,5,5,0.74,26656,45021,0
22,129417,634,0,5,0.17,87190,222831,0
20,24567,385,0,1,0.77,88253,23942,0
40,94807,723,17,5,0.29,35842,160786,0
43,149648,663,15,4,0.34,99086,56672,0
54,132652,359,29,2,0.17,56189,117437,1
41,97239,781,23,1,0.51,46923,91557,1
66,33329,549,40,5,0.5,36080,189051,1
36,121045,416,11,2,0.38,4474,93549,0
68,137708,844,40,1,0.41,80707,19008,1
42,91792,343,20,4,0.52,4260,65196,0
38,20228,808,18,2,0.49,61218,269438,1
29,110282,464,0,4,0.33,50109,24061,0
58,102214,667,27,2,0.71,6618,60733,0
50,57052,591,18,0,0.55,46765,103376,0
67,77769,585,33,0,0.2,35118,176076,1
21,66032,503,2,2,0.29,10285,85625,0
59,131694,823,30,2,0.64,58083,187365,1
24,108721,420,0,4,0.13,74677,189754,0
39,53686,487,18,5,0.61,29352,15237,0
50,96981,312,31,3,0.32,45056,278838,0
34,118802,499,3,2,0.46,64045,154533,0
41,83261,755,13,1,0.26,24707,83000,1
51,22809,747,21,1,0.79,23161,81599,0
45,123265,370,21,1,0.73,68390,216352,1
60,61785,429,33,0,0.75,19650,18064,1
58,56547,342,40,5,0.19,17944,189396,1
56,62818,819,35,4,0.68,8546,137004,1
39,120422,312,16,5,0.45,55139,60835,0
66,91927,834,40,0,0.58,8207,57381,1
34,85681,601,14,5,0.21,95804,22574,0
51,99465,826,20,5,0.58,73022,37779,0
23,109862,414,0,1,0.74,32222,116422,0
63,115527,759,30,2,0.25,30121,293169,1
23,133221,804,0,1,0.23,85303,169288,0
51,57333,607,20,5,0.13,39915,207493,1
18,146457,624,0,2,0.25,11017,241475,0
27,36576,474,0,4,0.45,16094,30491,0
38,139875,813,20,3,0.67,32236,286697,1
22,59405,471,0,2,0.26,8664,148990,0
19,114000,801,0,0,0.52,30921,279657,1
39,93779,633,13,1,0.41,96381,152902,1
65,51601,583,40,1,0.27,81109,195326,1
19,87946,774,0,5,0.43,68219,180767,0
27,87356,353,5,5,0.18,64590,166243,0
51,72116,757,25,5,0.53,10390,138322,0
33,120825,719,9,5,0.14,34777,61263,0
65,144749,708,39,1,0.6,49588,67114,1
68,137256,603,40,2,0.18,98313,7681,1
56,124186,521,22,4,0.8,43667,88321,0
39,82894,832,10,2,0.67,95647,139479,1
29,54635,457,6,0,0.31,30980,22427,1
41,27465,647,16,1,0.37,24808,134463,0
64,76754,458,32,2,0.24,64470,26747,1
57,117975,534,37,1,0.63,73762,18555,1
55,112850,704,36,0,0.34,88983,201999,1
27,129765,556,1,3,0.62,18926,28263,0
52,105119,346,27,3,0.06,18621,207592,1
68,112691,512,40,3,0.15,12167,141199,1
66,58871,778,40,1,0.32,72245,109893,1
49,82874,786,18,2,0.13,79776,113930,1
24,97733,641,5,1,0.5,36031,98159,1
38,49511,823,19,4,0.09,33146,142926,1
37,100960,802,13,2,0.69,8998,161805,0
43,68821,305,14,0,0.62,41508,229811,1
21,85776,443,0,5,0.21,77348,39311,0
63,138128,560,40,3,0.41,32101,22175,1
69,90167,531,39,2,0.39,80764,226620,1
39,95135,569,20,2,0.59,25747,223162,1
32,64462,746,7,3,0.35,61800,60195,0
57,81382,521,31,0,0.07,96326,33090,1
38,110194,351,17,1,0.26,2882,241587,1
32,123381,415,0,1,0.4,39955,78334,1
39,52574,837,12,5,0.78,85195,58111,0
69,122072,840,40,2,0.71,60965,91284,1
45,61910,318,12,3,0.19,89794,268860,0
31,93531,691,4,4,0.59,90422,180396,0
44,45186,718,14,0,0.75,42560,78406,1
58,114781,608,32,1,0.06,32343,192585,1
57,42813,485,33,0,0.59,84943,181205,1
45,98812,560,24,0,0.39,4950,209988,1
43,105525,827,22,5,0.56,4889,274701,0
66,98282,572,37,0,0.5,31410,102304,1
19,129779,459,0,3,0.79,95504,133301,0
42,38557,523,21,5,0.27,19976,40486,0
20,48060,555,0,3,0.64,24016,45655,0
25,78866,479,1,5,0.23,75747,94638,0
61,92104,319,39,3,0.38,23742,68823,1
50,120905,767,16,5,0.78,24553,210702,0
59,104577,509,31,5,0.62,64338,89801,0
69,26080,812,37,2,0.29,30332,290238,1
52,33854,357,28,3,0.51,79625,134095,1
23,142013,392,0,2,0.09,5436,216781,0
56,87695,520,23,5,0.25,18087,119708,1
69,47025,531,40,1,0.59,56702,278408,1
40,72982,663,22,5,0.48,26428,152003,0
42,61081,673,14,1,0.4,75033,47059,1
67,24368,755,40,1,0.57,29154,7650,1
60,119621,387,27,1,0.35,93045,61238,1
36,139181,319,18,1,0.07,45747,258137,1
22,47094,313,0,3,0.38,35349,179903,0
68,66040,432,40,4,0.73,70493,187911,1
28,86766,333,9,3,0.69,38358,216759,0
29,103053,507,7,4,0.36,53484,274218,0
27,43991,498,0,3,0.07,81449,251519,0
25,21301,454,7,1,0.53,51837,62344,0
41,48610,377,9,0,0.61,76333,189991,0
45,101463,471,19,5,0.27,8531,47925,0
58,54678,588,36,4,0.41,14825,152759,0
53,44466,844,23,0,0.79,65028,285309,1
54,100440,719,27,1,0.48,73447,237601,1
38,60875,306,7,4,0.31,33316,67055,0
25,46081,459,0,0,0.52,72267,261024,0
26,44354,539,0,3,0.19,18279,177839,1
64,113297,722,40,1,0.2,45223,263072,1
32,38300,835,0,3,0.74,90952,99154,0
65,84384,369,40,3,0.23,29000,91123,1
63,115027,515,40,1,0.28,13045,71889,1
57,141684,403,29,4,0.46,52498,257034,1
35,80892,353,6,5,0.72,37299,252590,0
59,55525,629,26,2,0.64,77202,123690,1
37,46532,502,9,2,0.08,19245,286328,1
23,26464,587,0,5,0.57,99102,11902,0
29,36562,344,0,1,0.43,28339,287791,0
19,127392,497,0,2,0.41,71388,185446,0
24,75514,515,4,5,0.57,82950,34140,0
33,133428,780,14,0,0.2,64819,197789,1
20,132564,608,0,5,0.79,80817,56730,0
62,128047,734,29,4,0.53,29031,231829,1
20,94219,631,0,5,0.32,17626,133996,0
44,52634,326,13,3,0.5,24302,63557,0
67,20060,465,40,3,0.21,47691,58206,1
60,29269,617,29,1,0.53,31112,148577,1
57,83143,573,38,3,0.07,72047,61618,1
55,43065,682,37,0,0.31,71204,179859,1
50,22895,664,31,5,0.61,7087,236616,0
45,100859,402,19,0,0.66,73551,198697,1
18,32352,802,0,1,0.24,97955,144115,1
25,130179,672,0,3,0.45,32314,170202,0
54,69737,544,26,2,0.45,78150,97950,1
49,124127,468,26,5,0.37,70539,64846,1
65,116426,717,36,2,0.22,27235,59673,1
60,52016,655,40,4,0.58,61572,240911,1
54,81304,777,25,1,0.24,34366,142816,1
21,31962,424,3,4,0.73,52347,264113,0
47,53302,836,21,2,0.45,33837,242660,1
23,105382,701,0,2,0.7,9139,44260,0
63,24011,816,35,2,0.27,10585,110806,1
36,149716,830,16,4,0.66,4659,270614,0
49,39782,553,28,1,0.14,92761,167715,1
26,87691,420,0,5,0.63,6634,9201,0
29,140654,331,6,5,0.34,4682,85863,0
28,142017,336,10,0,0.4,36451,250293,0
63,59725,641,38,0,0.18,71098,32340,1
33,29196,312,8,2,0.06,5652,98716,0
18,63459,482,0,1,0.55,87851,149560,1
62,107245,564,28,1,0.49,76038,100910,1
38,149613,387,20,3,0.52,71249,45200,1
47,98863,761,15,3,0.24,6413,27355,1
30,143206,345,0,4,0.23,22984,280975,0
51,139391,691,31,3,0.67,21487,133211,1
21,121010,418,2,5,0.62,3075,198428,0
45,52769,830,25,5,0.3,34550,55920,1
55,127529,746,29,4,0.53,86726,247740,0
48,145361,345,15,0,0.67,98799,277986,1
44,44700,807,14,2,0.72,43293,80459,0
22,135792,825,0,1,0.05,78445,215435,1
42,100356,302,13,0,0.66,30212,209891,0
20,96427,327,2,5,0.31,15962,272701,0
50,120165,680,25,0,0.59,16853,271576,1
21,25269,456,0,4,0.33,51209,148078,0
42,141631,810,18,2,0.5,80911,42788,0
37,63880,632,11,5,0.54,46964,69167,0
51,134003,413,17,4,0.35,68645,31887,0
43,28320,688,16,0,0.43,61501,232551,1
22,69589,786,1,1,0.59,67856,71513,0
52,139534,549,28,3,0.41,82523,222202,0
45,96276,614,21,4,0.06,38185,39026,0
46,55897,538,21,5,0.06,70235,246423,0
26,78565,533,1,0,0.55,50884,219289,0
69,50930,602,36,3,0.69,63858,166155,1
55,77233,633,26,3,0.64,94745,268876,0
67,102821,412,35,0,0.28,65326,64853,1
23,34380,661,0,2,0.4,40330,251208,0
36,96896,396,10,0,0.23,47415,276573,1
61,90934,315,40,5,0.79,62006,231349,0
28,75830,675,0,1,0.25,50127,173340,1
19,25529,689,0,5,0.36,23547,68727,0
64,141292,516,40,3,0.56,23939,100485,1
61,114598,698,28,1,0.71,80738,33899,1
61,122222,559,34,4,0.09,95756,20068,1
26,102987,619,0,3,0.28,88298,249602,0
38,69178,495,16,2,0.48,75332,70701,0
41,26937,777,13,0,0.51,2722,222824,1
51,141952,717,21,4,0.1,44364,100742,1
39,59886,774,7,5,0.55,12674,34269,0
20,69699,843,0,1,0.45,3812,148291,1
29,96396,530,0,4,0.67,3278,89694,0
45,110678,820,13,2,0.22,36118,64043,1
47,45279,499,19,0,0.2,70159,162061,1
43,58106,320,24,4,0.65,7530,70263,0
65,130776,610,40,5,0.58,50866,178478,0
38,121444,733,9,1,0.64,82523,229666,0
45,126300,670,12,4,0.64,1924,225740,0
43,133793,377,24,0,0.13,20546,124432,1
50,136278,841,16,5,0.26,54305,21830,1
38,99737,584,7,4,0.25,78806,168936,0
52,60544,439,19,1,0.75,19953,105730,1
69,123247,581,40,0,0.42,36583,179749,1
51,131190,557,24,2,0.13,89892,24641,1
58,28997,659,24,2,0.27,71114,222718,1
68,126102,739,38,3,0.7,5462,159307,1
64,105711,569,31,4,0.69,1888,242632,0
35,136045,433,9,1,0.73,88868,197673,0
28,60860,403,7,4,0.34,86398,93634,0
40,23225,394,7,0,0.53,86509,20309,1
65,130114,779,37,3,0.26,68259,196905,1
39,79470,540,15,1,0.19,24410,215686,1
34,133218,312,0,4,0.07,9602,136477,0
22,148854,446,0,1,0.22,19614,59012,0
61,120764,394,40,0,0.5,19444,16575,1
28,127041,592,0,3,0.73,54050,213467,0
47,132224,324,20,1,0.15,69149,101148,1
32,83656,571,5,0,0.74,89618,18153,1
44,71880,804,17,2,0.31,82516,294157,1
52,81078,465,23,1,0.37,45866,142762,1
50,108646,386,31,3,0.32,67213,246050,1
37,96290,790,11,5,0.36,77638,223323,0
33,76633,440,11,5,0.24,58239,197125,0
51,46655,402,26,1,0.57,44211,167377,1
19,141118,525,0,1,0.62,4004,274875,0
52,63601,593,28,0,0.67,64789,106225,1
57,23114,605,33,4,0.31,75522,110678,1
45,46502,553,19,5,0.62,65084,208631,0
64,69768,479,40,4,0.53,27269,239937,0
56,68128,339,25,5,0.77,80709,5910,0
23,40028,819,0,1,0.37,22118,173542,1
26,75565,845,0,3,0.79,99494,92718,0
37,103123,535,6,3,0.61,15089,61850,0
18,128255,762,0,5,0.63,43956,165462,0
25,55333,527,0,5,0.07,86786,115805,0
40,23174,782,14,0,0.42,92601,164287,1
20,137769,729,1,1,0.45,80226,102101,1
21,55398,321,0,1,0.08,14740,158318,1
42,55929,642,8,4,0.28,70581,185376,0
64,24321,339,40,0,0.77,72160,23862,1
55,143549,472,31,2,0.37,87078,193898,1
32,115971,738,2,3,0.19,44779,87224,0
38,131508,478,16,3,0.44,21495,273256,1
52,75421,432,19,1,0.08,40602,261189,1
63,92635,650,31,0,0.44,10033,272791,1
69,43760,824,40,2,0.5,54103,245127,1
31,31360,839,0,3,0.32,88140,99550,0
53,30313,805,35,0,0.62,21442,128594,1
29,131806,383,0,2,0.15,4247,121397,0
34,105998,763,2,5,0.71,51368,161705,0
56,25801,642,25,1,0.77,56244,123153,1
26,34130,579,0,4,0.05,26474,128620,1
52,34271,562,25,3,0.68,65784,205174,0
30,36075,465,11,3,0.43,6586,204893,0
32,122455,592,9,2,0.4,57228,82565,1
35,127215,808,1,4,0.23,8940,83615,0
68,38984,525,40,5,0.39,19606,264249,0
50,108095,469,28,0,0.76,41747,210159,1
23,80942,747,0,1,0.21,65727,204885,1
44,32861,801,12,0,0.18,35282,24015,1
40,118970,826,12,2,0.23,58760,6757,1
44,102203,678,22,3,0.46,63996,168157,1
51,91376,500,33,5,0.75,3883,196190,0
63,81247,549,35,3,0.48,37594,289007,1
55,89101,708,27,0,0.23,97031,293242,1
31,128730,424,8,5,0.38,79103,151367,0
53,40977,412,28,1,0.34,70875,292965,1
25,70617,436,6,2,0.08,99978,47372,0
52,77473,795,20,1,0.43,89209,26833,1
36,106654,449,10,2,0.14,16426,58990,1
47,108177,642,15,1,0.68,17486,265749,0
31,92902,620,6,0,0.46,77085,44498,1
37,112172,831,4,4,0.68,4993,130829,0
66,35630,588,35,5,0.77,13219,53547,0
42,40056,788,10,2,0.76,4708,147140,0
57,27382,791,27,0,0.13,29788,150328,1
41,75739,551,15,3,0.76,2495,199793,0
31,101685,376,13,3,0.65,95970,169036,0
43,68639,691,20,1,0.63,37160,10830,1
55,79838,711,30,3,0.12,8537,283012,1
40,66041,472,6,4,0.18,36553,142751,0
39,20992,500,6,2,0.78,23203,18989,0
65,92394,516,35,1,0.21,55032,259341,1
36,87657,675,15,2,0.18,72124,245494,1
63,47160,310,40,2,0.32,94844,127850,1
68,65156,311,37,0,0.74,81747,60701,0
20,71375,734,0,3,0.41,38659,225170,0
59,106442,672,26,5,0.74,65043,282063,0
36,39572,572,5,2,0.3,4525,118916,0
26,137925,808,0,4,0.22,86437,147108,0
45,24136,431,14,4,0.42,5777,226046,0
37,81868,618,6,5,0.51,70725,25999,0
62,102263,467,40,3,0.34,46791,245348,1
24,52167,696,0,3,0.31,89853,244695,0
31,130957,479,0,1,0.21,32501,46543,0
26,35479,357,0,1,0.26,66258,253519,0
36,139392,779,6,1,0.55,84833,207985,0
64,51376,759,40,3,0.33,77185,158860,1
69,24823,360,40,2,0.11,24719,126764,1
31,145156,668,0,0,0.15,67686,65048,1
55,90456,420,23,5,0.33,80837,167829,0
53,39585,845,34,5,0.74,29434,184347,0
57,123775,316,29,5,0.33,21520,113192,1
34,37272,795,15,1,0.1,57881,291468,1
47,46619,796,25,0,0.36,2510,164806,1
26,95069,804,0,4,0.55,29546,99364,0
50,59895,831,32,3,0.5,14982,159168,1
69,23720,614,40,4,0.26,70451,188214,0
42,39267,368,18,1,0.57,81270,99984,1
31,35696,460,4,2,0.52,89245,249718,0
28,49968,444,5,1,0.18,20636,81986,0
52,73364,684,23,0,0.17,99220,233200,1
58,43345,568,28,1,0.46,59087,61698,1
31,71567,753,3,5,0.54,11957,55502,0
47,111229,817,28,2,0.77,37706,240718,1
58,81607,649,25,2,0.37,63871,184056,1
21,39385,409,2,3,0.62,62737,43202,0
21,103658,782,0,3,0.14,41975,66445,0
45,86900,706,27,5,0.72,98364,90869,0
25,88244,350,0,2,0.52,29129,219271,0
19,85425,702,0,5,0.52,38939,256758,0
58,98518,775,40,2,0.16,66059,186044,1
63,102844,386,30,0,0.08,9298,145607,1
39,52919,367,15,1,0.58,65422,23679,1
58,110697,341,26,3,0.14,7480,119691,1
33,77196,356,15,0,0.15,94080,93901,1
46,135600,495,20,1,0.19,61389,212353,1
66,120625,361,40,3,0.12,69393,136102,1
65,99401,562,31,5,0.52,5349,63996,0
47,20495,411,20,0,0.37,67964,247372,1
29,64755,477,6,4,0.25,40491,87805,0
52,87684,325,30,4,0.38,47778,61644,0
28,53324,709,3,3,0.68,89699,131238,0
63,98929,830,38,0,0.75,28677,26227,1
67,21552,616,40,1,0.42,97440,97238,1
38,71272,831,9,1,0.48,82254,154746,1
38,55853,405,14,0,0.24,81345,205502,1
22,138192,763,0,4,0.44,14272,9596,0
65,52924,545,35,0,0.61,12828,21588,1
37,94462,380,3,4,0.42,45431,163298,0
54,116387,695,33,4,0.28,8856,279597,1
20,43889,821,0,5,0.49,12223,95117,0
61,125466,563,40,5,0.76,40413,291668,0
50,74675,573,21,1,0.72,57822,298987,0
26,142231,471,8,3,0.63,36689,68140,0
26,93591,564,0,2,0.26,74702,17744,0
21,90190,325,0,0,0.23,57396,111320,1
52,42634,768,18,4,0.68,13637,143554,0
34,52363,775,9,0,0.19,47534,252859,1
51,83752,655,17,3,0.5,67414,225282,1
41,97004,325,22,3,0.38,77240,150102,1
49,76398,333,29,2,0.4,75038,155117,1
18,118458,563,0,2,0.39,16266,294279,0
25,60718,437,2,4,0.72,49068,186749,0
62,133627,761,35,5,0.12,45356,231505,1
40,102916,467,9,2,0.64,87295,280877,0
64,46870,380,31,5,0.68,16046,198185,0
57,57394,706,33,5,0.76,26270,90160,0
29,72057,345,11,4,0.39,77342,114318,0
29,99795,352,0,1,0.43,38988,191952,0
63,100409,775,40,5,0.77,53179,41382,0
64,33016,315,40,4,0.39,36892,54999,0
32,62137,659,0,2,0.43,30512,265820,0
58,20153,786,31,0,0.3,60165,171544,1
36,27853,801,7,2,0.07,6099,224746,1
43,32379,440,24,3,0.37,54487,271037,0
69,35792,746,36,2,0.54,96847,213181,0
46,141169,589,14,1,0.57,75088,212871,0
39,58367,508,9,4,0.05,78163,106298,0
57,38100,774,26,5,0.65,91845,173373,0
38,146082,712,19,3,0.42,51003,235876,0
68,133089,726,40,4,0.44,67886,244133,0
55,83456,670,35,4,0.77,78812,117696,0
37,31049,589,15,5,0.26,12739,64087,0
46,20786,731,13,2,0.62,87838,238793,0
68,89904,567,36,0,0.48,13384,199794,1
21,50699,450,0,3,0.58,34094,138738,0
24,142784,554,0,5,0.36,3120,112705,0
45,67691,652,14,1,0.26,1993,58513,1
45,57040,676,12,1,0.46,88295,119307,1
21,138455,657,0,0,0.33,19150,208760,1
39,112990,669,16,0,0.22,65681,283313,1
29,77986,526,2,2,0.68,46388,252831,0
62,58762,602,37,1,0.41,92292,22668,1
20,43600,688,0,3,0.69,52116,240715,0
39,114774,676,19,5,0.41,56753,56810,0
61,110777,417,40,0,0.47,40787,223444,1
19,39810,304,0,0,0.8,36673,123700,0
41,105703,743,15,0,0.76,9290,23362,1
51,107347,651,18,5,0.25,61123,215366,0
44,125315,832,23,3,0.7,17627,99410,0
58,77204,423,31,1,0.34,74474,62026,1
18,40085,576,0,3,0.1,59844,56376,1
25,66854,693,0,5,0.48,63904,19156,0
40,94797,659,19,3,0.78,65705,21239,0
55,104269,768,29,2,0.78,69245,18014,1
23,59779,356,2,5,0.14,28629,228474,0
39,76207,550,6,0,0.63,45186,273061,0
42,114615,449,10,1,0.65,90621,20350,0
35,53980,751,16,2,0.33,47537,210894,1
34,76117,461,3,2,0.54,31832,219943,0
29,34141,419,9,5,0.42,24472,286035,0
23,29344,650,2,4,0.22,49850,295627,0
43,125008,398,25,0,0.62,87298,298279,1
44,35896,466,18,1,0.25,10507,279942,0
25,109353,813,0,1,0.31,76114,179991,0
36,49813,700,5,1,0.19,56696,281342,1
